ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,GEOIDFQ,INTPTLAT,INTPTLON,MTFCC,NAME_x,NAMELSAD,STATEFP,TRACTCE,NAME_y,population,centroid_lon,centroid_lat
909972,0,037,S,06037204920,1400000US06037204920,+34.0175004,-118.1974975,G5020,2049.20,Census Tract 2049.20,06,204920,Census Tract 2049.20; Los Angeles County; California,2459,-118.19749758309933,34.0175004210624
2614304,0,037,S,06037262303,1400000US06037262303,+34.0660696,-118.4868492,G5020,2623.03,Census Tract 2623.03,06,262303,Census Tract 2623.03; Los Angeles County; California,2824,-118.4868492364156,34.06606978708991
311385,0,037,S,06037191410,1400000US06037191410,+34.0887621,-118.2881169,G5020,1914.10,Census Tract 1914.10,06,191410,Census Tract 1914.10; Los Angeles County; California,3363,-118.28811686347767,34.088762057760995
654190,0,037,S,06037234800,1400000US06037234800,+33.9818234,-118.3220826,G5020,2348,Census Tract 2348,06,234800,Census Tract 2348; Los Angeles County; California,3534,-118.32208264754648,33.981823414343125
3905302,0,037,S,06037141600,1400000US06037141600,+34.1388889,-118.4612098,G5020,1416,Census Tract 1416,06,141600,Census Tract 1416; Los Angeles County; California,4035,-118.46120969873436,34.1388889821072
6879973,65862,037,S,06037980021,1400000US06037980021,+34.2700470,-118.3813338,G5020,9800.21,Census Tract 9800.21,06,980021,Census Tract 9800.21; Los Angeles County; California,16,-118.37748655911943,34.266608756109996
325416,0,037,S,06037211802,1400000US06037211802,+34.0635374,-118.3047254,G5020,2118.02,Census Tract 2118.02,06,211802,Census Tract 2118.02; Los Angeles County; California,4448,-118.30472541007364,34.063537425258936
8744712,27033,037,S,06037262100,1400000US06037262100,+34.1080230,-118.4569641,G5020,2621,Census Tract 2621,06,262100,Census Tract 2621; Los Angeles County; California,2721,-118.45101256371554,34.09573040154047
264327,0,037,S,06037191720,1400000US06037191720,+34.0887897,-118.3123611,G5020,1917.20,Census Tract 1917.20,06,191720,Census Tract 1917.20; Los Angeles County; California,3408,-118.31236105662252,34.08878973853992
2470916,0,037,S,06037194300,1400000US06037194300,+34.1016712,-118.3875194,G5020,1943,Census Tract 1943,06,194300,Census Tract 1943; Los Angeles County; California,2887,-118.38751922052644,34.10167161268825
862724,0,037,S,06037122420,1400000US06037122420,+34.2036100,-118.3832842,G5020,1224.20,Census Tract 1224.20,06,122420,Census Tract 1224.20; Los Angeles County; California,5328,-118.38328419433084,34.2036100051314
555593,0,037,S,06037128220,1400000US06037128220,+34.1835533,-118.4355767,G5020,1282.20,Census Tract 1282.20,06,128220,Census Tract 1282.20; Los Angeles County; California,2992,-118.43557665538407,34.18355330099155
83968,0,037,S,06037189903,1400000US06037189903,+34.1025151,-118.3477123,G5020,1899.03,Census Tract 1899.03,06,189903,Census Tract 1899.03; Los Angeles County; California,2191,-118.3477123450457,34.10251511572041
2542754,0,037,S,06037194101,1400000US06037194101,+34.1114184,-118.3530199,G5020,1941.01,Census Tract 1941.01,06,194101,Census Tract 1941.01; Los Angeles County; California,3273,-118.35301994369289,34.11141864358962
1141321,17739,037,S,06037111205,1400000US06037111205,+34.2539438,-118.5351373,G5020,1112.05,Census Tract 1112.05,06,111205,Census Tract 1112.05; Los Angeles County; California,3627,-118.53526799450901,34.253504093197606
335903,0,037,S,06037265602,1400000US06037265602,+34.0602409,-118.4341570,G5020,2656.02,Census Tract 2656.02,06,265602,Census Tract 2656.02; Los Angeles County; California,3057,-118.43415696536086,34.060240909374144
703742,0,037,S,06037115403,1400000US06037115403,+34.2247342,-118.5317299,G5020,1154.03,Census Tract 1154.03,06,115403,Census Tract 1154.03; Los Angeles County; California,3379,-118.53172989314972,34.22473427364991
403962,0,037,S,06037297201,1400000US06037297201,+33.7249036,-118.2914165,G5020,2972.01,Census Tract 2972.01,06,297201,Census Tract 2972.01; Los Angeles County; California,3964,-118.291416513272,33.724903644236456
522914,0,037,S,06037125502,1400000US06037125502,+34.1566283,-118.3655444,G5020,1255.02,Census Tract 1255.02,06,125502,Census Tract 1255.02; Los Angeles County; California,3696,-118.3655444737138,34.156628327652165
280065,5980,037,S,06037127103,1400000US06037127103,+34.2043745,-118.4301703,G5020,1271.03,Census Tract 1271.03,06,127103,Census Tract 1271.03; Los Angeles County; California,3354,-118.4291741538777,34.204497383040476
431404,0,037,S,06037127603,1400000US06037127603,+34.1957241,-118.4800237,G5020,1276.03,Census Tract 1276.03,06,127603,Census Tract 1276.03; Los Angeles County; California,2873,-118.48002369297863,34.1957240819892
955433,0,037,S,06037127711,1400000US06037127711,+34.1879128,-118.4698269,G5020,1277.11,Census Tract 1277.11,06,127711,Census Tract 1277.11; Los Angeles County; California,3231,-118.4698269399766,34.187912940827
640835,0,037,S,06037127803,1400000US06037127803,+34.1975153,-118.4530799,G5020,1278.03,Census Tract 1278.03,06,127803,Census Tract 1278.03; Los Angeles County; California,5002,-118.45307985294947,34.1975153099562
683161,0,037,S,06037127806,1400000US06037127806,+34.1885731,-118.4572358,G5020,1278.06,Census Tract 1278.06,06,127806,Census Tract 1278.06; Los Angeles County; California,3729,-118.4572358088923,34.18857300880651
648896,0,037,S,06037128101,1400000US06037128101,+34.1902993,-118.4356174,G5020,1281.01,Census Tract 1281.01,06,128101,Census Tract 1281.01; Los Angeles County; California,2823,-118.43561737305136,34.19029936435678
681877,0,037,S,06037128601,1400000US06037128601,+34.1784585,-118.4410822,G5020,1286.01,Census Tract 1286.01,06,128601,Census Tract 1286.01; Los Angeles County; California,4842,-118.44108216573494,34.17845838879302
1134347,0,037,S,06037128602,1400000US06037128602,+34.1712143,-118.4356063,G5020,1286.02,Census Tract 1286.02,06,128602,Census Tract 1286.02; Los Angeles County; California,2687,-118.43560628578427,34.17121444970939
971169,0,037,S,06037128802,1400000US06037128802,+34.1684788,-118.4552597,G5020,1288.02,Census Tract 1288.02,06,128802,Census Tract 1288.02; Los Angeles County; California,4317,-118.45525966502007,34.168478786248635
716344,4766,037,S,06037131702,1400000US06037131702,+34.2035942,-118.5476933,G5020,1317.02,Census Tract 1317.02,06,131702,Census Tract 1317.02; Los Angeles County; California,3669,-118.54873253629849,34.2046984952031
1600216,0,037,S,06037132002,1400000US06037132002,+34.1948951,-118.5071960,G5020,1320.02,Census Tract 1320.02,06,132002,Census Tract 1320.02; Los Angeles County; California,3585,-118.50719622165076,34.194895262939625
810523,0,037,S,06037132101,1400000US06037132101,+34.1902625,-118.4956552,G5020,1321.01,Census Tract 1321.01,06,132101,Census Tract 1321.01; Los Angeles County; California,4113,-118.49565521431438,34.19026246674267
593097,193545,037,S,06037273502,1400000US06037273502,+33.9867153,-118.4722260,G5020,2735.02,Census Tract 2735.02,06,273502,Census Tract 2735.02; Los Angeles County; California,2571,-118.47190593720083,33.987074278374976
904442,286125,037,S,06037273902,1400000US06037273902,+33.9832035,-118.4661393,G5020,2739.02,Census Tract 2739.02,06,273902,Census Tract 2739.02; Los Angeles County; California,4238,-118.46631888500055,33.98323284328602
610131,13718,037,S,06037275102,1400000US06037275102,+33.9979789,-118.4112469,G5020,2751.02,Census Tract 2751.02,06,275102,Census Tract 2751.02; Los Angeles County; California,4043,-118.41072683810322,33.99795538291633
995774,28121,037,S,06037275603,1400000US06037275603,+33.9864759,-118.4066251,G5020,2756.03,Census Tract 2756.03,06,275603,Census Tract 2756.03; Los Angeles County; California,2778,-118.40646377433768,33.98628156037146
472239,0,037,S,06037231720,1400000US06037231720,+34.0074463,-118.2840710,G5020,2317.20,Census Tract 2317.20,06,231720,Census Tract 2317.20; Los Angeles County; California,5174,-118.28407104622596,34.00744631218424
157191,0,037,S,06037212410,1400000US06037212410,+34.0595607,-118.3022261,G5020,2124.10,Census Tract 2124.10,06,212410,Census Tract 2124.10; Los Angeles County; California,4226,-118.30222612206765,34.05956069959788
859268,0,037,S,06037127102,1400000US06037127102,+34.2060072,-118.4445251,G5020,1271.02,Census Tract 1271.02,06,127102,Census Tract 1271.02; Los Angeles County; California,5292,-118.44452513334143,34.20600726160881
8568505,0,037,S,06037262200,1400000US06037262200,+34.1017341,-118.4698062,G5020,2622,Census Tract 2622,06,262200,Census Tract 2622; Los Angeles County; California,4630,-118.46980712139138,34.10173670699666
487479,0,037,S,06037297110,1400000US06037297110,+33.7346618,-118.2841870,G5020,2971.10,Census Tract 2971.10,06,297110,Census Tract 2971.10; Los Angeles County; California,4584,-118.28418698585386,33.73466185677018
2051819,0,037,S,06037117302,1400000US06037117302,+34.2381430,-118.4987424,G5020,1173.02,Census Tract 1173.02,06,117302,Census Tract 1173.02; Los Angeles County; California,4950,-118.49874215019551,34.238143776920396
1800594,0,037,S,06037117303,1400000US06037117303,+34.2281097,-118.4912814,G5020,1173.03,Census Tract 1173.03,06,117303,Census Tract 1173.03; Los Angeles County; California,4162,-118.49128132447416,34.228109821574186
321687,4030,037,S,06037117520,1400000US06037117520,+34.2300853,-118.4621861,G5020,1175.20,Census Tract 1175.20,06,117520,Census Tract 1175.20; Los Angeles County; California,4345,-118.46326570008121,34.23004024423684
1371494,0,037,S,06037132102,1400000US06037132102,+34.2020968,-118.4973692,G5020,1321.02,Census Tract 1321.02,06,132102,Census Tract 1321.02; Los Angeles County; California,4993,-118.49736927610307,34.2020971036992
700497,4303,037,S,06037132501,1400000US06037132501,+34.1968245,-118.5485970,G5020,1325.01,Census Tract 1325.01,06,132501,Census Tract 1325.01; Los Angeles County; California,4658,-118.54870538880668,34.197431478879814
614444,10361,037,S,06037132502,1400000US06037132502,+34.1911391,-118.5469513,G5020,1325.02,Census Tract 1325.02,06,132502,Census Tract 1325.02; Los Angeles County; California,3398,-118.54845012874837,34.19081086895314
740801,12734,037,S,06037134002,1400000US06037134002,+34.2026924,-118.5855271,G5020,1340.02,Census Tract 1340.02,06,134002,Census Tract 1340.02; Los Angeles County; California,4024,-118.58563302480286,34.20167383080527
1560693,6351,037,S,06037134423,1400000US06037134423,+34.2140487,-118.6350313,G5020,1344.23,Census Tract 1344.23,06,134423,Census Tract 1344.23; Los Angeles County; California,3417,-118.63343386797736,34.21405225904009
1031886,7874,037,S,06037134904,1400000US06037134904,+34.1914626,-118.5803105,G5020,1349.04,Census Tract 1349.04,06,134904,Census Tract 1349.04; Los Angeles County; California,4866,-118.58053461080792,34.191125751826355
2564757,0,037,S,06037137104,1400000US06037137104,+34.1737636,-118.5849481,G5020,1371.04,Census Tract 1371.04,06,137104,Census Tract 1371.04; Los Angeles County; California,2233,-118.58494805425693,34.17376349182773
1239789,0,037,S,06037139001,1400000US06037139001,+34.1754113,-118.5117181,G5020,1390.01,Census Tract 1390.01,06,139001,Census Tract 1390.01; Los Angeles County; California,5515,-118.51171809335874,34.175411313290596
2443891,0,037,S,06037139402,1400000US06037139402,+34.1677649,-118.5517782,G5020,1394.02,Census Tract 1394.02,06,139402,Census Tract 1394.02; Los Angeles County; California,2834,-118.5517783920382,34.1677647319842
276794,0,037,S,06037269907,1400000US06037269907,+34.0280469,-118.4067099,G5020,2699.07,Census Tract 2699.07,06,269907,Census Tract 2699.07; Los Angeles County; California,2553,-118.40670990032862,34.02804691363206
1718660,0,037,S,06037120300,1400000US06037120300,+34.2152914,-118.4408399,G5020,1203,Census Tract 1203,06,120300,Census Tract 1203; Los Angeles County; California,5469,-118.44084005506673,34.21529145763512
1065823,0,037,S,06037120400,1400000US06037120400,+34.2188821,-118.4323396,G5020,1204,Census Tract 1204,06,120400,Census Tract 1204; Los Angeles County; California,5820,-118.43233974440106,34.21888238332892
2036700,538,037,S,06037121010,1400000US06037121010,+34.2239130,-118.4039440,G5020,1210.10,Census Tract 1210.10,06,121010,Census Tract 1210.10; Los Angeles County; California,5213,-118.40367398422481,34.22334772953403
824528,0,037,S,06037121020,1400000US06037121020,+34.2121224,-118.4020620,G5020,1210.20,Census Tract 1210.20,06,121020,Census Tract 1210.20; Los Angeles County; California,3481,-118.40206203302448,34.21212243920458
613552,1884,037,S,06037293306,1400000US06037293306,+33.7818249,-118.3043625,G5020,2933.06,Census Tract 2933.06,06,293306,Census Tract 2933.06; Los Angeles County; California,2424,-118.30464218760788,33.78265073359794
1997365,29714,037,S,06037121210,1400000US06037121210,+34.2418820,-118.4049441,G5020,1212.10,Census Tract 1212.10,06,121210,Census Tract 1212.10; Los Angeles County; California,3168,-118.40463919311061,34.239422795388066
1139500,0,037,S,06037121600,1400000US06037121600,+34.2110681,-118.4105906,G5020,1216,Census Tract 1216,06,121600,Census Tract 1216; Los Angeles County; California,2604,-118.41059072251016,34.211068300693015
1333419,16656,037,S,06037124000,1400000US06037124000,+34.1617442,-118.4032660,G5020,1240,Census Tract 1240,06,124000,Census Tract 1240; Los Angeles County; California,4502,-118.4049362672912,34.16250230270296
649213,0,037,S,06037124102,1400000US06037124102,+34.1757824,-118.3833988,G5020,1241.02,Census Tract 1241.02,06,124102,Census Tract 1241.02; Los Angeles County; California,3653,-118.38339880940138,34.1757824266916
972597,0,037,S,06037124201,1400000US06037124201,+34.1848664,-118.3746763,G5020,1242.01,Census Tract 1242.01,06,124201,Census Tract 1242.01; Los Angeles County; California,3445,-118.37467633167617,34.184866467434574
890999,0,037,S,06037124300,1400000US06037124300,+34.1757378,-118.3642963,G5020,1243,Census Tract 1243,06,124300,Census Tract 1243; Los Angeles County; California,3094,-118.36429626864616,34.17573775452244
961443,14163,037,S,06037124400,1400000US06037124400,+34.1739658,-118.4114177,G5020,1244,Census Tract 1244,06,124400,Census Tract 1244; Los Angeles County; California,4470,-118.40954694011583,34.17397297948038
1120028,0,037,S,06037124600,1400000US06037124600,+34.1620692,-118.4269321,G5020,1246,Census Tract 1246,06,124600,Census Tract 1246; Los Angeles County; California,2849,-118.42693204577272,34.1620693272492
766382,12522,037,S,06037141102,1400000US06037141102,+34.1494929,-118.4318823,G5020,1411.02,Census Tract 1411.02,06,141102,Census Tract 1411.02; Los Angeles County; California,2959,-118.43231258528499,34.14909743363774
693121,7927,037,S,06037141201,1400000US06037141201,+34.1519021,-118.4426826,G5020,1412.01,Census Tract 1412.01,06,141201,Census Tract 1412.01; Los Angeles County; California,3954,-118.442434790891,34.152726671955726
700175,0,037,S,06037141202,1400000US06037141202,+34.1471798,-118.4423602,G5020,1412.02,Census Tract 1412.02,06,141202,Census Tract 1412.02; Los Angeles County; California,3111,-118.44236026756872,34.14717980188601
712236,0,037,S,06037141304,1400000US06037141304,+34.1510010,-118.4526294,G5020,1413.04,Census Tract 1413.04,06,141304,Census Tract 1413.04; Los Angeles County; California,2947,-118.45262931903132,34.15100103712668
491491,33973,037,S,06037143603,1400000US06037143603,+34.1442858,-118.3727317,G5020,1436.03,Census Tract 1436.03,06,143603,Census Tract 1436.03; Los Angeles County; California,2452,-118.37201717608657,34.144486938838675
706755,0,037,S,06037183221,1400000US06037183221,+34.1254320,-118.1909385,G5020,1832.21,Census Tract 1832.21,06,183221,Census Tract 1832.21; Los Angeles County; California,3192,-118.1909385411242,34.12543205776986
928685,0,037,S,06037183222,1400000US06037183222,+34.1291817,-118.1973354,G5020,1832.22,Census Tract 1832.22,06,183222,Census Tract 1832.22; Los Angeles County; California,3459,-118.19733529381482,34.12918174021742
485332,0,037,S,06037183401,1400000US06037183401,+34.1216662,-118.2092262,G5020,1834.01,Census Tract 1834.01,06,183401,Census Tract 1834.01; Los Angeles County; California,2592,-118.2092262482306,34.121666149738054
1687532,0,037,S,06037121900,1400000US06037121900,+34.2178665,-118.3832004,G5020,1219,Census Tract 1219,06,121900,Census Tract 1219; Los Angeles County; California,3329,-118.38320034169449,34.2178667645417
3217927,47179,037,S,06037122000,1400000US06037122000,+34.2147689,-118.4183782,G5020,1220,Census Tract 1220,06,122000,Census Tract 1220; Los Angeles County; California,5326,-118.41842319406544,34.21478898242182
719822,0,037,S,06037122120,1400000US06037122120,+34.2107757,-118.3719094,G5020,1221.20,Census Tract 1221.20,06,122120,Census Tract 1221.20; Los Angeles County; California,4387,-118.37190942090926,34.21077562290553
1704850,0,037,S,06037122200,1400000US06037122200,+34.2143169,-118.3594491,G5020,1222,Census Tract 1222,06,122200,Census Tract 1222; Los Angeles County; California,3625,-118.35944923939566,34.214317014825056
565646,0,037,S,06037123020,1400000US06037123020,+34.2047368,-118.3664946,G5020,1230.20,Census Tract 1230.20,06,123020,Census Tract 1230.20; Los Angeles County; California,2804,-118.36649460074611,34.204736856562654
900961,1374,037,S,06037123103,1400000US06037123103,+34.1921320,-118.3654030,G5020,1231.03,Census Tract 1231.03,06,123103,Census Tract 1231.03; Los Angeles County; California,3893,-118.36545069729198,34.19087107675934
1142401,0,037,S,06037101110,1400000US06037101110,+34.2594737,-118.2929869,G5020,1011.10,Census Tract 1011.10,06,101110,Census Tract 1011.10; Los Angeles County; California,4152,-118.2929869082949,34.259473620118214
698886,0,037,S,06037101220,1400000US06037101220,+34.2516083,-118.2816328,G5020,1012.20,Census Tract 1012.20,06,101220,Census Tract 1012.20; Los Angeles County; California,3434,-118.28163278441369,34.25160830493435
2254327,0,037,S,06037113301,1400000US06037113301,+34.2440457,-118.5583038,G5020,1133.01,Census Tract 1133.01,06,113301,Census Tract 1133.01; Los Angeles County; California,4255,-118.55830373563072,34.24404617294288
4088551,7269,037,S,06037113303,1400000US06037113303,+34.2436235,-118.5775956,G5020,1133.03,Census Tract 1133.03,06,113303,Census Tract 1133.03; Los Angeles County; California,3799,-118.57874923910691,34.243825135064576
1786815,0,037,S,06037113322,1400000US06037113322,+34.2536782,-118.5721365,G5020,1133.22,Census Tract 1133.22,06,113322,Census Tract 1133.22; Los Angeles County; California,4761,-118.57213645910022,34.25367805628085
2010764,7144,037,S,06037106020,1400000US06037106020,+34.3232264,-118.4294854,G5020,1060.20,Census Tract 1060.20,06,106020,Census Tract 1060.20; Los Angeles County; California,4850,-118.42837938294076,34.32127738767017
2774241,12394,037,S,06037106111,1400000US06037106111,+34.3191370,-118.4095511,G5020,1061.11,Census Tract 1061.11,06,106111,Census Tract 1061.11; Los Angeles County; California,4707,-118.40989733162685,34.318906630497196
3882382,0,037,S,06037115101,1400000US06037115101,+34.2394391,-118.5112304,G5020,1151.01,Census Tract 1151.01,06,115101,Census Tract 1151.01; Los Angeles County; California,5034,-118.51123044370077,34.23943946554406
1737515,3837,037,S,06037115202,1400000US06037115202,+34.2332349,-118.5376549,G5020,1152.02,Census Tract 1152.02,06,115202,Census Tract 1152.02; Los Angeles County; California,6034,-118.53777548770736,34.23383762624567
1621785,19448,037,S,06037115301,1400000US06037115301,+34.2422846,-118.5480890,G5020,1153.01,Census Tract 1153.01,06,115301,Census Tract 1153.01; Los Angeles County; California,4438,-118.54847586762448,34.242663899906674
1905167,0,037,S,06037115401,1400000US06037115401,+34.2248079,-118.5151269,G5020,1154.01,Census Tract 1154.01,06,115401,Census Tract 1154.01; Los Angeles County; California,5637,-118.51512693817588,34.22480769694047
3006590,4374,037,S,06037137000,1400000US06037137000,+34.1661153,-118.6402345,G5020,1370,Census Tract 1370,06,137000,Census Tract 1370; Los Angeles County; California,4823,-118.63701738045211,34.167198406270295
762034,25717,037,S,06037275500,1400000US06037275500,+33.9918105,-118.4148705,G5020,2755,Census Tract 2755,06,275500,Census Tract 2755; Los Angeles County; California,5102,-118.41446206351887,33.99229350519335
369898,0,037,S,06037221601,1400000US06037221601,+34.0348166,-118.2959265,G5020,2216.01,Census Tract 2216.01,06,221601,Census Tract 2216.01; Los Angeles County; California,3264,-118.29592654439496,34.03481656453751
474298,0,037,S,06037222001,1400000US06037222001,+34.0281954,-118.3132805,G5020,2220.01,Census Tract 2220.01,06,222001,Census Tract 2220.01; Los Angeles County; California,2837,-118.31328054664827,34.02819543662649
453406,0,037,S,06037237201,1400000US06037237201,+33.9857256,-118.2991149,G5020,2372.01,Census Tract 2372.01,06,237201,Census Tract 2372.01; Los Angeles County; California,3766,-118.2991149295286,33.98572565170427
449869,0,037,S,06037239201,1400000US06037239201,+33.9857805,-118.2771699,G5020,2392.01,Census Tract 2392.01,06,239201,Census Tract 2392.01; Los Angeles County; California,3400,-118.27716988307682,33.98578048118359
422289,0,037,S,06037239601,1400000US06037239601,+33.9728370,-118.2752978,G5020,2396.01,Census Tract 2396.01,06,239601,Census Tract 2396.01; Los Angeles County; California,3753,-118.27529778890634,33.97283695118436
44210349,31076,037,S,06037980019,1400000US06037980019,+34.0925672,-118.5343628,G5020,9800.19,Census Tract 9800.19,06,980019,Census Tract 9800.19; Los Angeles County; California,75,-118.54818159177555,34.09129994631318
1310875,10477,037,S,06037132700,1400000US06037132700,+34.1888959,-118.5257626,G5020,1327,Census Tract 1327,06,132700,Census Tract 1327; Los Angeles County; California,4922,-118.52617758198501,34.1899650372677
1184831,9256,037,S,06037132900,1400000US06037132900,+34.1828565,-118.5282202,G5020,1329,Census Tract 1329,06,132900,Census Tract 1329; Los Angeles County; California,3877,-118.52782628792932,34.18347601506648
997188,5043,037,S,06037133000,1400000US06037133000,+34.1960820,-118.5571125,G5020,1330,Census Tract 1330,06,133000,Census Tract 1330; Los Angeles County; California,4096,-118.55773330428417,34.19533542753528
1040917,9622,037,S,06037134103,1400000US06037134103,+34.2185595,-118.5814401,G5020,1341.03,Census Tract 1341.03,06,134103,Census Tract 1341.03; Los Angeles County; California,4172,-118.57990453330692,34.216259506842285
647979,0,037,S,06037134104,1400000US06037134104,+34.2119534,-118.5753847,G5020,1341.04,Census Tract 1341.04,06,134104,Census Tract 1341.04; Los Angeles County; California,4076,-118.57538474756767,34.21195341064112
1459411,7345,037,S,06037134201,1400000US06037134201,+34.2139885,-118.5912335,G5020,1342.01,Census Tract 1342.01,06,134201,Census Tract 1342.01; Los Angeles County; California,4062,-118.59118012775488,34.2136197875105
262757,0,037,S,06037141303,1400000US06037141303,+34.1549446,-118.4552465,G5020,1413.03,Census Tract 1413.03,06,141303,Census Tract 1413.03; Los Angeles County; California,3055,-118.45524648229507,34.15494467253631
408258,0,037,S,06037186202,1400000US06037186202,+34.1200290,-118.2241896,G5020,1862.02,Census Tract 1862.02,06,186202,Census Tract 1862.02; Los Angeles County; California,1808,-118.22418972650874,34.12002904691056
759725,0,037,S,06037188202,1400000US06037188202,+34.1164011,-118.2797541,G5020,1882.02,Census Tract 1882.02,06,188202,Census Tract 1882.02; Los Angeles County; California,3043,-118.2797540717745,34.11640109724886
258366,0,037,S,06037189905,1400000US06037189905,+34.1006030,-118.3515882,G5020,1899.05,Census Tract 1899.05,06,189905,Census Tract 1899.05; Los Angeles County; California,2421,-118.35158822063416,34.100602998381355
707342,0,037,S,06037241002,1400000US06037241002,+33.9252619,-118.2614024,G5020,2410.02,Census Tract 2410.02,06,241002,Census Tract 2410.02; Los Angeles County; California,3830,-118.26140234812075,33.92526179206346
5670210,335774,037,S,06037262604,1400000US06037262604,+34.0522392,-118.5493086,G5020,2626.04,Census Tract 2626.04,06,262604,Census Tract 2626.04; Los Angeles County; California,5884,-118.54841211167366,34.051320181815306
3327032,76803,037,S,06037262802,1400000US06037262802,+34.0458645,-118.5024565,G5020,2628.02,Census Tract 2628.02,06,262802,Census Tract 2628.02; Los Angeles County; California,3636,-118.50825561212328,34.04222648993757
234224,0,037,S,06037267403,1400000US06037267403,+34.0474941,-118.4566299,G5020,2674.03,Census Tract 2674.03,06,267403,Census Tract 2674.03; Los Angeles County; California,3559,-118.45662998012622,34.04749410529624
20893446,356889,037,S,06037980009,1400000US06037980009,+34.1276025,-118.2963810,G5020,9800.09,Census Tract 9800.09,06,980009,Census Tract 9800.09; Los Angeles County; California,5,-118.30130866270054,34.13736575389812
617328,0,037,S,06037296901,1400000US06037296901,+33.7301628,-118.2945655,G5020,2969.01,Census Tract 2969.01,06,296901,Census Tract 2969.01; Los Angeles County; California,4202,-118.29456553785592,33.73016280245065
664411,0,037,S,06037123902,1400000US06037123902,+34.1758783,-118.3922288,G5020,1239.02,Census Tract 1239.02,06,123902,Census Tract 1239.02; Los Angeles County; California,2758,-118.39222878520064,34.175878334341995
615291,0,037,S,06037134522,1400000US06037134522,+34.2046743,-118.6017183,G5020,1345.22,Census Tract 1345.22,06,134522,Census Tract 1345.22; Los Angeles County; California,4521,-118.60171829362118,34.204674360204216
530779,0,037,S,06037192001,1400000US06037192001,+34.0852271,-118.3472967,G5020,1920.01,Census Tract 1920.01,06,192001,Census Tract 1920.01; Los Angeles County; California,2167,-118.34729675711135,34.08522720064711
365557,0,037,S,06037211122,1400000US06037211122,+34.0726793,-118.2892234,G5020,2111.22,Census Tract 2111.22,06,211122,Census Tract 2111.22; Los Angeles County; California,2645,-118.28922340490405,34.07267937081537
604352,0,037,S,06037104822,1400000US06037104822,+34.2458703,-118.4209447,G5020,1048.22,Census Tract 1048.22,06,104822,Census Tract 1048.22; Los Angeles County; California,2199,-118.42094494626413,34.24587040859462
290591,0,037,S,06037269602,1400000US06037269602,+34.0432688,-118.3844820,G5020,2696.02,Census Tract 2696.02,06,269602,Census Tract 2696.02; Los Angeles County; California,2217,-118.38448194400665,34.043268794755164
637161,21017,037,S,06037271901,1400000US06037271901,+34.0131825,-118.4231336,G5020,2719.01,Census Tract 2719.01,06,271901,Census Tract 2719.01; Los Angeles County; California,3358,-118.42417695609196,34.01385258439507
1518656,0,037,S,06037115103,1400000US06037115103,+34.2438279,-118.5274502,G5020,1151.03,Census Tract 1151.03,06,115103,Census Tract 1151.03; Los Angeles County; California,2606,-118.52745005376158,34.24382829807606
644921,3699,037,S,06037127605,1400000US06037127605,+34.1902695,-118.4880058,G5020,1276.05,Census Tract 1276.05,06,127605,Census Tract 1276.05; Los Angeles County; California,3682,-118.48583120245172,34.19026989065962
1032677,6067,037,S,06037117102,1400000US06037117102,+34.2481946,-118.4598237,G5020,1171.02,Census Tract 1171.02,06,117102,Census Tract 1171.02; Los Angeles County; California,2427,-118.46032129812187,34.246547905872156
326366,0,037,S,06037119341,1400000US06037119341,+34.2371666,-118.4458756,G5020,1193.41,Census Tract 1193.41,06,119341,Census Tract 1193.41; Los Angeles County; California,2744,-118.4458756052435,34.23716659646751
205877,415,037,S,06037120106,1400000US06037120106,+34.2226265,-118.4563815,G5020,1201.06,Census Tract 1201.06,06,120106,Census Tract 1201.06; Los Angeles County; California,4282,-118.4566642703958,34.223108813723876
411960,0,037,S,06037122121,1400000US06037122121,+34.2142143,-118.3705556,G5020,1221.21,Census Tract 1221.21,06,122121,Census Tract 1221.21; Los Angeles County; California,2726,-118.37055559655165,34.214214202724015
324351,0,037,S,06037124204,1400000US06037124204,+34.1739725,-118.3746553,G5020,1242.04,Census Tract 1242.04,06,124204,Census Tract 1242.04; Los Angeles County; California,2537,-118.37465534695644,34.17397250349943
492122,0,037,S,06037128801,1400000US06037128801,+34.1682377,-118.4651573,G5020,1288.01,Census Tract 1288.01,06,128801,Census Tract 1288.01; Los Angeles County; California,3864,-118.46515725179623,34.168237777597966
289066,0,037,S,06037139504,1400000US06037139504,+34.1670182,-118.5202503,G5020,1395.04,Census Tract 1395.04,06,139504,Census Tract 1395.04; Los Angeles County; California,3764,-118.52025026450919,34.16701828463418
726301,0,037,S,06037191902,1400000US06037191902,+34.0837728,-118.3388222,G5020,1919.02,Census Tract 1919.02,06,191902,Census Tract 1919.02; Los Angeles County; California,2813,-118.3388222055116,34.08377282109313
3500521,3009,037,S,06037194102,1400000US06037194102,+34.1166590,-118.3650891,G5020,1941.02,Census Tract 1941.02,06,194102,Census Tract 1941.02; Los Angeles County; California,2504,-118.36624784160715,34.11686661453841
377392,0,037,S,06037195803,1400000US06037195803,+34.0818094,-118.2769285,G5020,1958.03,Census Tract 1958.03,06,195803,Census Tract 1958.03; Los Angeles County; California,2328,-118.27692843081952,34.08180940474431
492761,0,037,S,06037102105,1400000US06037102105,+34.2098760,-118.3492653,G5020,1021.05,Census Tract 1021.05,06,102105,Census Tract 1021.05; Los Angeles County; California,1664,-118.34926531906929,34.20987597273756
